Pedophile Sentenced to Physical Castration After Running Afoul of Brutal State Law,"Louisiana stands as exemplary in punishing those who prey on the most vulnerable members of society. On Wednesday, Glenn Sullivan Sr, 54 of Springfield, Louisiana, pleaded guilty to four counts […]
The post Pedophile Sentenced to Physical Castration After Running Afoul of Brutal State Law appeared f...",Samuel Short,https://www.westernjournal.com/pedophile-sentenced-physical-castration-running-afoul-brutal-state-law/,None,en,"[\"politics\"]",2024-04-27 18:00:51 +0000
"NYPD Chief of Patrol: There's Lack of Accountability with Some Protests, Some Criminals","On Friday’s broadcast of Newsmax TV’s “Carl Higbie Frontline,” NYPD Chief of Patrol John Chell stated that there is a lack of accountability “right now in the city with some of these protests, some of...",Ian Hanchett,https://www.breitbart.com/clips/2024/04/27/nypd-chief-of-patrol-theres-lack-of-accountability-with-some-protests-some-criminals/,https://media.breitbart.com/media/2024/04/april-18-24-pro-palestinian-protest-nypd-columbia-university-getty-640x335.jpg,en,"[\"politics\"]",2024-04-27 15:34:19 +0000
Donald Trump Labels RFK Jr. a Democrat 'Plant' Placed to Help 'Crooked Joe Biden',"Former President Donald Trump on Friday labeled independent presidential candidate Robert F. Kennedy Jr. a Democrat \"plant.\"",Amy Furr,https://www.breitbart.com/2024-election/2024/04/27/donald-trump-labels-rfk-jr-a-democrat-plant-placed-to-help-crooked-joe-biden/,https://media.breitbart.com/media/2024/04/Donald-Trump-and-Robert-F.-Kennedy-Jr.-640x335.jpg,en,"[\"politics\"]",2024-04-27 17:05:56 +0000
"Trump rails against RFK Jr., calling him a 'wasted protest vote'","Former President Donald Trump launched a social media tirade against Robert F. Kennedy Jr. on Friday night, saying a vote for the independent candidate would be a \"wasted protest vote\" and that he'd \"even take Biden over Junior.\"The wild card independent, a thorn in the side of the Democratic Party ...",Giselle Ruhiyyih Ewing,https://www.politico.com/news/2024/04/27/trump-rfk-jr-2024-election-00154746,None,en,"[\"politics\"]",2024-04-27 16:54:24 +0000
"Democrats, political figures dogpile onto Trump VP hopeful after story of animal killings","It doesn’t matter if you’re a Republican or Democrat, liberal or conservative — a growing number of elected officials and political groups all suddenly want you to know: they love their dogs. The outp...",Maegan Vazquez,https://www.washingtonpost.com/politics/2024/04/27/kristi-noem-dog-shooting/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/5PJJWRRXTPL2B64AGYH7X4G36A.JPG&w=1440,en,"[\"politics\"]",2024-04-27 18:34:00 +0000
